ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade,Range,Total of A,Assignment of A,Midterm of A,Final of A,Assignment A (30),Midterm 30,final 35,Assignment B (30),Midterm B 30,final 35,meanA,meanB+,meanB,meanC+,meanC,meanD+,meanD,meanF
XX15992,20,73,88,6,25.55,30.8,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX15993,3,37,82,0.9,12.95,28.7,43,F,41-50, , , , , , , ,0.9,12.95,28.7, , , , , , , ,43
XX15994,83,0,22,24.9,0,7.7,33,F,31-40, , , , , , , ,24.9,0,7.7, , , , , , , ,33
XX15995,67,50,32,20.1,17.5,11.2,49,F,41-50, , , , , , , ,20.1,17.5,11.2, , , , , , , ,49
XX15996,63,90,38,18.9,31.5,13.3,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX15997,53,93,25,15.9,32.55,8.75,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX15998,50,40,40,15,14,14,43,F,41-50, , , , , , , ,15,14,14, , , , , , , ,43
XX15999,47,7,60,14.1,2.45,21,38,F,31-40, , , , , , , ,14.1,2.45,21, , , , , , , ,38
XX16001,57,83,60,17.1,29.05,21,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16002,67,40,88,20.1,14,30.8,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16003,43,40,68,12.9,14,23.8,51,D,51-60, , , , ,12.9,14,23.8, , , , , , , , , ,51, 
XX16004,63,90,88,18.9,31.5,30.8,81,A,81-90,81,63,90,88, , , , , , ,81, , , , , , , 
XX16005,0,3,0,0,1.05,0,1,F,0-10, , , , , , , ,0,1.05,0, , , , , , , ,1
XX16006,13,37,57,3.9,12.95,19.95,37,F,31-40, , , , , , , ,3.9,12.95,19.95, , , , , , , ,37
XX16007,7,47,88,2.1,16.45,30.8,49,F,41-50, , , , , , , ,2.1,16.45,30.8, , , , , , , ,49
XX16008,30,60,82,9,21,28.7,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX16009,30,63,20,9,22.05,7,38,F,31-40, , , , , , , ,9,22.05,7, , , , , , , ,38
XX16010,7,100,38,2.1,35,13.3,50,D,41-50, , , , ,2.1,35,13.3, , , , , , , , , ,50, 
XX16011,73,37,42,21.9,12.95,14.7,50,D,41-50, , , , ,21.9,12.95,14.7, , , , , , , , , ,50, 
XX16012,97,17,98,29.1,5.95,34.3,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX16013,67,43,2,20.1,15.05,0.7,36,F,31-40, , , , , , , ,20.1,15.05,0.7, , , , , , , ,36
XX16014,30,100,85,9,35,29.75,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX16015,93,93,50,27.9,32.55,17.5,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX16016,17,17,18,5.1,5.95,6.3,17,F,11-20, , , , , , , ,5.1,5.95,6.3, , , , , , , ,17
XX16017,43,83,65,12.9,29.05,22.75,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16018,73,30,92,21.9,10.5,32.2,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16019,70,87,18,21,30.45,6.3,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16020,90,97,50,27,33.95,17.5,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX16021,40,10,32,12,3.5,11.2,27,F,21-30, , , , , , , ,12,3.5,11.2, , , , , , , ,27
XX16022,57,0,32,17.1,0,11.2,28,F,21-30, , , , , , , ,17.1,0,11.2, , , , , , , ,28
XX16023,27,63,42,8.1,22.05,14.7,45,F,41-50, , , , , , , ,8.1,22.05,14.7, , , , , , , ,45
XX16024,10,13,80,3,4.55,28,36,F,31-40, , , , , , , ,3,4.55,28, , , , , , , ,36
XX16025,27,100,98,8.1,35,34.3,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX16026,60,13,72,18,4.55,25.2,48,F,41-50, , , , , , , ,18,4.55,25.2, , , , , , , ,48
XX16027,90,37,28,27,12.95,9.8,50,D,41-50, , , , ,27,12.95,9.8, , , , , , , , , ,50, 
XX16028,23,73,35,6.9,25.55,12.25,45,F,41-50, , , , , , , ,6.9,25.55,12.25, , , , , , , ,45
XX16029,63,77,12,18.9,26.95,4.2,50,D,41-50, , , , ,18.9,26.95,4.2, , , , , , , , , ,50, 
XX16030,17,60,52,5.1,21,18.2,44,F,41-50, , , , , , , ,5.1,21,18.2, , , , , , , ,44
XX16031,50,50,0,15,17.5,0,33,F,31-40, , , , , , , ,15,17.5,0, , , , , , , ,33
XX16032,20,10,75,6,3.5,26.25,36,F,31-40, , , , , , , ,6,3.5,26.25, , , , , , , ,36
XX16033,47,27,85,14.1,9.45,29.75,53,D,51-60, , , , ,14.1,9.45,29.75, , , , , , , , , ,53, 
XX16034,70,50,92,21,17.5,32.2,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX16035,53,83,60,15.9,29.05,21,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX16036,7,57,10,2.1,19.95,3.5,26,F,21-30, , , , , , , ,2.1,19.95,3.5, , , , , , , ,26
XX16037,97,20,82,29.1,7,28.7,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16038,90,7,40,27,2.45,14,43,F,41-50, , , , , , , ,27,2.45,14, , , , , , , ,43
XX16039,10,7,32,3,2.45,11.2,17,F,11-20, , , , , , , ,3,2.45,11.2, , , , , , , ,17
XX16040,63,77,60,18.9,26.95,21,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16041,23,53,78,6.9,18.55,27.3,53,D,51-60, , , , ,6.9,18.55,27.3, , , , , , , , , ,53, 
XX16042,77,83,28,23.1,29.05,9.8,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16043,67,43,88,20.1,15.05,30.8,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX16044,0,70,82,0,24.5,28.7,53,D,51-60, , , , ,0,24.5,28.7, , , , , , , , , ,53, 
XX16045,100,3,38,30,1.05,13.3,44,F,41-50, , , , , , , ,30,1.05,13.3, , , , , , , ,44
XX16046,33,50,45,9.9,17.5,15.75,43,F,41-50, , , , , , , ,9.9,17.5,15.75, , , , , , , ,43
XX16047,30,53,68,9,18.55,23.8,51,D,51-60, , , , ,9,18.55,23.8, , , , , , , , , ,51, 
XX16048,40,60,40,12,21,14,47,F,41-50, , , , , , , ,12,21,14, , , , , , , ,47
XX16049,53,27,57,15.9,9.45,19.95,45,F,41-50, , , , , , , ,15.9,9.45,19.95, , , , , , , ,45
XX16050,63,100,100,18.9,35,35,89,A,81-90,89,63,100,100, , , , , , ,89, , , , , , , 
XX16051,40,23,10,12,8.05,3.5,24,F,21-30, , , , , , , ,12,8.05,3.5, , , , , , , ,24
XX16052,53,60,20,15.9,21,7,44,F,41-50, , , , , , , ,15.9,21,7, , , , , , , ,44
XX16053,93,10,45,27.9,3.5,15.75,47,F,41-50, , , , , , , ,27.9,3.5,15.75, , , , , , , ,47
XX16054,33,33,15,9.9,11.55,5.25,27,F,21-30, , , , , , , ,9.9,11.55,5.25, , , , , , , ,27
XX16055,77,0,12,23.1,0,4.2,27,F,21-30, , , , , , , ,23.1,0,4.2, , , , , , , ,27
XX16056,63,100,55,18.9,35,19.25,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX16057,73,23,75,21.9,8.05,26.25,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX16058,90,13,80,27,4.55,28,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16059,30,50,55,9,17.5,19.25,46,F,41-50, , , , , , , ,9,17.5,19.25, , , , , , , ,46
XX16060,33,17,88,9.9,5.95,30.8,47,F,41-50, , , , , , , ,9.9,5.95,30.8, , , , , , , ,47
XX16061,50,13,8,15,4.55,2.8,22,F,21-30, , , , , , , ,15,4.55,2.8, , , , , , , ,22
XX16062,67,80,40,20.1,28,14,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16063,20,43,85,6,15.05,29.75,51,D,51-60, , , , ,6,15.05,29.75, , , , , , , , , ,51, 
XX16064,37,7,65,11.1,2.45,22.75,36,F,31-40, , , , , , , ,11.1,2.45,22.75, , , , , , , ,36
XX16065,83,60,70,24.9,21,24.5,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX16066,90,90,50,27,31.5,17.5,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX16067,93,17,25,27.9,5.95,8.75,43,F,41-50, , , , , , , ,27.9,5.95,8.75, , , , , , , ,43
XX16068,37,90,65,11.1,31.5,22.75,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16069,10,93,90,3,32.55,31.5,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16070,100,27,80,30,9.45,28,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16071,0,33,18,0,11.55,6.3,18,F,11-20, , , , , , , ,0,11.55,6.3, , , , , , , ,18
XX16072,60,37,22,18,12.95,7.7,39,F,31-40, , , , , , , ,18,12.95,7.7, , , , , , , ,39
XX16073,43,43,35,12.9,15.05,12.25,40,F,31-40, , , , , , , ,12.9,15.05,12.25, , , , , , , ,40
XX16074,67,63,72,20.1,22.05,25.2,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16075,63,57,75,18.9,19.95,26.25,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16076,37,50,75,11.1,17.5,26.25,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX16077,50,7,88,15,2.45,30.8,48,F,41-50, , , , , , , ,15,2.45,30.8, , , , , , , ,48
XX16078,0,17,40,0,5.95,14,20,F,11-20, , , , , , , ,0,5.95,14, , , , , , , ,20
XX16079,20,97,52,6,33.95,18.2,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16080,60,67,72,18,23.45,25.2,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16081,83,80,42,24.9,28,14.7,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX16082,47,67,42,14.1,23.45,14.7,52,D,51-60, , , , ,14.1,23.45,14.7, , , , , , , , , ,52, 
XX16083,53,23,35,15.9,8.05,12.25,36,F,31-40, , , , , , , ,15.9,8.05,12.25, , , , , , , ,36
XX16084,40,80,22,12,28,7.7,48,F,41-50, , , , , , , ,12,28,7.7, , , , , , , ,48
XX16085,60,80,98,18,28,34.3,80,A,71-80,80,60,80,98, , , , , , ,80, , , , , , , 
XX16086,77,87,30,23.1,30.45,10.5,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX16087,7,67,62,2.1,23.45,21.7,47,F,41-50, , , , , , , ,2.1,23.45,21.7, , , , , , , ,47
XX16088,87,23,38,26.1,8.05,13.3,47,F,41-50, , , , , , , ,26.1,8.05,13.3, , , , , , , ,47
XX16089,30,77,20,9,26.95,7,43,F,41-50, , , , , , , ,9,26.95,7, , , , , , , ,43
XX16090,90,0,8,27,0,2.8,30,F,21-30, , , , , , , ,27,0,2.8, , , , , , , ,30
XX16091,10,43,95,3,15.05,33.25,51,D,51-60, , , , ,3,15.05,33.25, , , , , , , , , ,51, 
XX16092,57,17,100,17.1,5.95,35,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16093,100,0,62,30,0,21.7,52,D,51-60, , , , ,30,0,21.7, , , , , , , , , ,52, 
XX16094,57,37,5,17.1,12.95,1.75,32,F,31-40, , , , , , , ,17.1,12.95,1.75, , , , , , , ,32
XX16095,20,93,22,6,32.55,7.7,46,F,41-50, , , , , , , ,6,32.55,7.7, , , , , , , ,46
XX16096,77,0,15,23.1,0,5.25,28,F,21-30, , , , , , , ,23.1,0,5.25, , , , , , , ,28
XX16097,100,83,82,30,29.05,28.7,88,A,81-90,88,100,83,82, , , , , , ,88, , , , , , , 
XX16098,20,3,85,6,1.05,29.75,37,F,31-40, , , , , , , ,6,1.05,29.75, , , , , , , ,37
XX16099,40,43,0,12,15.05,0,27,F,21-30, , , , , , , ,12,15.05,0, , , , , , , ,27
XX16100,37,77,78,11.1,26.95,27.3,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16101,83,50,35,24.9,17.5,12.25,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX16102,70,83,20,21,29.05,7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX16103,80,70,5,24,24.5,1.75,50,D,41-50, , , , ,24,24.5,1.75, , , , , , , , , ,50, 
XX16104,10,97,80,3,33.95,28,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16105,17,97,90,5.1,33.95,31.5,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX16106,73,37,90,21.9,12.95,31.5,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX16107,27,63,45,8.1,22.05,15.75,46,F,41-50, , , , , , , ,8.1,22.05,15.75, , , , , , , ,46
XX16108,40,97,90,12,33.95,31.5,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX16109,50,73,10,15,25.55,3.5,44,F,41-50, , , , , , , ,15,25.55,3.5, , , , , , , ,44
XX16110,47,17,70,14.1,5.95,24.5,45,F,41-50, , , , , , , ,14.1,5.95,24.5, , , , , , , ,45
XX16111,13,50,28,3.9,17.5,9.8,31,F,31-40, , , , , , , ,3.9,17.5,9.8, , , , , , , ,31
XX16112,57,93,18,17.1,32.55,6.3,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX16113,80,97,55,24,33.95,19.25,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX16114,27,57,57,8.1,19.95,19.95,48,F,41-50, , , , , , , ,8.1,19.95,19.95, , , , , , , ,48
XX16115,43,93,35,12.9,32.55,12.25,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16116,87,43,48,26.1,15.05,16.8,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16117,7,43,28,2.1,15.05,9.8,27,F,21-30, , , , , , , ,2.1,15.05,9.8, , , , , , , ,27
XX16118,60,30,18,18,10.5,6.3,35,F,31-40, , , , , , , ,18,10.5,6.3, , , , , , , ,35
XX16119,80,23,42,24,8.05,14.7,47,F,41-50, , , , , , , ,24,8.05,14.7, , , , , , , ,47
XX16120,90,40,15,27,14,5.25,46,F,41-50, , , , , , , ,27,14,5.25, , , , , , , ,46
XX16121,57,7,98,17.1,2.45,34.3,54,D,51-60, , , , ,17.1,2.45,34.3, , , , , , , , , ,54, 
XX16122,33,3,85,9.9,1.05,29.75,41,F,41-50, , , , , , , ,9.9,1.05,29.75, , , , , , , ,41
XX16123,57,33,55,17.1,11.55,19.25,48,F,41-50, , , , , , , ,17.1,11.55,19.25, , , , , , , ,48
XX16124,10,37,55,3,12.95,19.25,35,F,31-40, , , , , , , ,3,12.95,19.25, , , , , , , ,35
XX16125,53,23,92,15.9,8.05,32.2,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX16126,93,97,30,27.9,33.95,10.5,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX16127,33,77,78,9.9,26.95,27.3,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX16128,87,93,5,26.1,32.55,1.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16129,83,37,10,24.9,12.95,3.5,41,F,41-50, , , , , , , ,24.9,12.95,3.5, , , , , , , ,41
XX16130,23,43,12,6.9,15.05,4.2,26,F,21-30, , , , , , , ,6.9,15.05,4.2, , , , , , , ,26
XX16131,80,90,40,24,31.5,14,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX16132,10,23,32,3,8.05,11.2,22,F,21-30, , , , , , , ,3,8.05,11.2, , , , , , , ,22
XX16133,10,37,95,3,12.95,33.25,49,F,41-50, , , , , , , ,3,12.95,33.25, , , , , , , ,49
XX16134,93,77,60,27.9,26.95,21,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX16135,87,47,70,26.1,16.45,24.5,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX16136,23,87,88,6.9,30.45,30.8,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX16137,50,23,98,15,8.05,34.3,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX16138,0,77,38,0,26.95,13.3,40,F,31-40, , , , , , , ,0,26.95,13.3, , , , , , , ,40
XX16139,93,90,85,27.9,31.5,29.75,89,A,81-90,89,93,90,85, , , , , , ,89, , , , , , , 
XX16140,70,17,42,21,5.95,14.7,42,F,41-50, , , , , , , ,21,5.95,14.7, , , , , , , ,42
XX16141,7,70,12,2.1,24.5,4.2,31,F,31-40, , , , , , , ,2.1,24.5,4.2, , , , , , , ,31
XX16142,67,77,45,20.1,26.95,15.75,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX16143,13,97,15,3.9,33.95,5.25,43,F,41-50, , , , , , , ,3.9,33.95,5.25, , , , , , , ,43
XX16144,80,60,8,24,21,2.8,48,F,41-50, , , , , , , ,24,21,2.8, , , , , , , ,48
XX16145,93,17,2,27.9,5.95,0.7,35,F,31-40, , , , , , , ,27.9,5.95,0.7, , , , , , , ,35
XX16146,83,23,92,24.9,8.05,32.2,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX16147,100,30,45,30,10.5,15.75,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX16148,17,53,60,5.1,18.55,21,45,F,41-50, , , , , , , ,5.1,18.55,21, , , , , , , ,45
XX16149,37,0,48,11.1,0,16.8,28,F,21-30, , , , , , , ,11.1,0,16.8, , , , , , , ,28
XX16150,47,43,88,14.1,15.05,30.8,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16151,30,63,5,9,22.05,1.75,33,F,31-40, , , , , , , ,9,22.05,1.75, , , , , , , ,33
XX16152,67,77,30,20.1,26.95,10.5,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16153,97,3,10,29.1,1.05,3.5,34,F,31-40, , , , , , , ,29.1,1.05,3.5, , , , , , , ,34
XX16154,47,87,50,14.1,30.45,17.5,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16155,0,90,28,0,31.5,9.8,41,F,41-50, , , , , , , ,0,31.5,9.8, , , , , , , ,41
XX16156,7,30,10,2.1,10.5,3.5,16,F,11-20, , , , , , , ,2.1,10.5,3.5, , , , , , , ,16
XX16157,17,27,95,5.1,9.45,33.25,48,F,41-50, , , , , , , ,5.1,9.45,33.25, , , , , , , ,48
XX16158,7,83,78,2.1,29.05,27.3,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16159,83,50,60,24.9,17.5,21,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX16160,7,100,95,2.1,35,33.25,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX16161,53,70,90,15.9,24.5,31.5,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX16162,63,43,50,18.9,15.05,17.5,51,D,51-60, , , , ,18.9,15.05,17.5, , , , , , , , , ,51, 
XX16163,87,60,2,26.1,21,0.7,48,F,41-50, , , , , , , ,26.1,21,0.7, , , , , , , ,48
XX16164,70,3,70,21,1.05,24.5,47,F,41-50, , , , , , , ,21,1.05,24.5, , , , , , , ,47
XX16165,77,93,12,23.1,32.55,4.2,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16166,33,90,60,9.9,31.5,21,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16167,37,73,10,11.1,25.55,3.5,40,F,31-40, , , , , , , ,11.1,25.55,3.5, , , , , , , ,40
XX16168,23,3,62,6.9,1.05,21.7,30,F,21-30, , , , , , , ,6.9,1.05,21.7, , , , , , , ,30
XX16169,17,47,28,5.1,16.45,9.8,31,F,31-40, , , , , , , ,5.1,16.45,9.8, , , , , , , ,31
XX16170,10,27,15,3,9.45,5.25,18,F,11-20, , , , , , , ,3,9.45,5.25, , , , , , , ,18
XX16171,47,33,35,14.1,11.55,12.25,38,F,31-40, , , , , , , ,14.1,11.55,12.25, , , , , , , ,38
XX16172,63,30,48,18.9,10.5,16.8,46,F,41-50, , , , , , , ,18.9,10.5,16.8, , , , , , , ,46
XX16173,10,67,15,3,23.45,5.25,32,F,31-40, , , , , , , ,3,23.45,5.25, , , , , , , ,32
XX16174,53,47,78,15.9,16.45,27.3,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16175,53,3,95,15.9,1.05,33.25,50,D,41-50, , , , ,15.9,1.05,33.25, , , , , , , , , ,50, 
XX16176,47,100,12,14.1,35,4.2,53,D,51-60, , , , ,14.1,35,4.2, , , , , , , , , ,53, 
XX16177,87,3,100,26.1,1.05,35,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16178,83,83,18,24.9,29.05,6.3,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16179,90,57,90,27,19.95,31.5,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX16180,13,83,20,3.9,29.05,7,40,F,31-40, , , , , , , ,3.9,29.05,7, , , , , , , ,40
XX16181,7,27,95,2.1,9.45,33.25,45,F,41-50, , , , , , , ,2.1,9.45,33.25, , , , , , , ,45
XX16182,3,40,65,0.9,14,22.75,38,F,31-40, , , , , , , ,0.9,14,22.75, , , , , , , ,38
XX16183,87,33,42,26.1,11.55,14.7,52,D,51-60, , , , ,26.1,11.55,14.7, , , , , , , , , ,52, 
XX16184,3,63,100,0.9,22.05,35,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16185,23,67,75,6.9,23.45,26.25,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX16186,57,3,5,17.1,1.05,1.75,20,F,11-20, , , , , , , ,17.1,1.05,1.75, , , , , , , ,20
XX16187,43,3,15,12.9,1.05,5.25,19,F,11-20, , , , , , , ,12.9,1.05,5.25, , , , , , , ,19
XX16188,20,70,75,6,24.5,26.25,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX16189,97,83,10,29.1,29.05,3.5,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16190,33,93,57,9.9,32.55,19.95,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16191,40,80,57,12,28,19.95,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16192,57,43,30,17.1,15.05,10.5,43,F,41-50, , , , , , , ,17.1,15.05,10.5, , , , , , , ,43
XX16193,50,30,90,15,10.5,31.5,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX16194,40,37,57,12,12.95,19.95,45,F,41-50, , , , , , , ,12,12.95,19.95, , , , , , , ,45
XX16195,60,73,85,18,25.55,29.75,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX16196,67,33,52,20.1,11.55,18.2,50,D,41-50, , , , ,20.1,11.55,18.2, , , , , , , , , ,50, 
XX16197,43,93,72,12.9,32.55,25.2,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX16198,50,90,32,15,31.5,11.2,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX16199,40,53,10,12,18.55,3.5,34,F,31-40, , , , , , , ,12,18.55,3.5, , , , , , , ,34
XX16200,27,47,30,8.1,16.45,10.5,35,F,31-40, , , , , , , ,8.1,16.45,10.5, , , , , , , ,35
XX16201,27,20,85,8.1,7,29.75,45,F,41-50, , , , , , , ,8.1,7,29.75, , , , , , , ,45
XX16202,93,17,22,27.9,5.95,7.7,42,F,41-50, , , , , , , ,27.9,5.95,7.7, , , , , , , ,42
XX16203,13,0,65,3.9,0,22.75,27,F,21-30, , , , , , , ,3.9,0,22.75, , , , , , , ,27
XX16204,17,73,48,5.1,25.55,16.8,47,F,41-50, , , , , , , ,5.1,25.55,16.8, , , , , , , ,47
XX16205,20,50,18,6,17.5,6.3,30,F,21-30, , , , , , , ,6,17.5,6.3, , , , , , , ,30
XX16206,0,60,25,0,21,8.75,30,F,21-30, , , , , , , ,0,21,8.75, , , , , , , ,30
XX16207,100,97,38,30,33.95,13.3,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX16208,33,10,45,9.9,3.5,15.75,29,F,21-30, , , , , , , ,9.9,3.5,15.75, , , , , , , ,29
XX16209,10,97,42,3,33.95,14.7,52,D,51-60, , , , ,3,33.95,14.7, , , , , , , , , ,52, 
XX16210,47,7,95,14.1,2.45,33.25,50,D,41-50, , , , ,14.1,2.45,33.25, , , , , , , , , ,50, 
XX16211,3,93,65,0.9,32.55,22.75,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX16212,53,33,48,15.9,11.55,16.8,44,F,41-50, , , , , , , ,15.9,11.55,16.8, , , , , , , ,44
XX16213,50,20,42,15,7,14.7,37,F,31-40, , , , , , , ,15,7,14.7, , , , , , , ,37
XX16214,50,87,2,15,30.45,0.7,46,F,41-50, , , , , , , ,15,30.45,0.7, , , , , , , ,46
XX16215,20,57,8,6,19.95,2.8,29,F,21-30, , , , , , , ,6,19.95,2.8, , , , , , , ,29
XX16216,70,53,65,21,18.55,22.75,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX16217,23,10,50,6.9,3.5,17.5,28,F,21-30, , , , , , , ,6.9,3.5,17.5, , , , , , , ,28
XX16218,67,83,70,20.1,29.05,24.5,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX16219,90,80,75,27,28,26.25,81,A,81-90,81,90,80,75, , , , , , ,81, , , , , , , 
XX16220,27,67,15,8.1,23.45,5.25,37,F,31-40, , , , , , , ,8.1,23.45,5.25, , , , , , , ,37
XX16221,0,0,18,0,0,6.3,6,F,0-10, , , , , , , ,0,0,6.3, , , , , , , ,6
XX16222,73,23,0,21.9,8.05,0,30,F,21-30, , , , , , , ,21.9,8.05,0, , , , , , , ,30
XX16223,23,40,85,6.9,14,29.75,51,D,51-60, , , , ,6.9,14,29.75, , , , , , , , , ,51, 
XX16224,10,27,55,3,9.45,19.25,32,F,31-40, , , , , , , ,3,9.45,19.25, , , , , , , ,32
XX16225,33,100,45,9.9,35,15.75,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX16226,97,43,30,29.1,15.05,10.5,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX16227,57,37,28,17.1,12.95,9.8,40,F,31-40, , , , , , , ,17.1,12.95,9.8, , , , , , , ,40
XX16228,10,73,50,3,25.55,17.5,46,F,41-50, , , , , , , ,3,25.55,17.5, , , , , , , ,46
XX16229,97,30,35,29.1,10.5,12.25,52,D,51-60, , , , ,29.1,10.5,12.25, , , , , , , , , ,52, 
XX16230,3,67,100,0.9,23.45,35,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX16231,53,33,60,15.9,11.55,21,48,F,41-50, , , , , , , ,15.9,11.55,21, , , , , , , ,48
XX16232,7,17,55,2.1,5.95,19.25,27,F,21-30, , , , , , , ,2.1,5.95,19.25, , , , , , , ,27
XX16233,63,93,25,18.9,32.55,8.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX16234,43,53,32,12.9,18.55,11.2,43,F,41-50, , , , , , , ,12.9,18.55,11.2, , , , , , , ,43
XX16235,17,17,72,5.1,5.95,25.2,36,F,31-40, , , , , , , ,5.1,5.95,25.2, , , , , , , ,36
XX16236,97,100,100,29.1,35,35,99,A,91-100,99,97,100,100, , , , , , ,99, , , , , , , 
XX16237,43,3,55,12.9,1.05,19.25,33,F,31-40, , , , , , , ,12.9,1.05,19.25, , , , , , , ,33
XX16238,43,77,95,12.9,26.95,33.25,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX16239,30,63,62,9,22.05,21.7,53,D,51-60, , , , ,9,22.05,21.7, , , , , , , , , ,53, 
XX16240,100,57,28,30,19.95,9.8,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
